player_id,clean_sheet,goals_conceded,saves,penalty_save,punches,total_high_claim,total_keeper_sweeper,keeper_throws,goal_kicks
92622.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10292.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30984.0,13.0,45.0,98.0,1.0,7.0,42.0,17.0,145.0,250.0
18843.0,13.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42970.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133131.0,12.0,15.0,50.0,0.0,3.0,7.0,12.0,108.0,137.0
44029.0,12.0,26.0,58.0,0.0,8.0,11.0,16.0,146.0,112.0
30533.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53174.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15123.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31993.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131750.0,11.0,34.0,81.0,2.0,5.0,16.0,2.0,111.0,245.0
41538.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160755.0,11.0,26.0,82.0,1.0,13.0,16.0,5.0,92.0,222.0
160158.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11230.0,11.0,31.0,85.0,2.0,5.0,13.0,8.0,141.0,208.0
136255.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129749.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129762.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49709.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6011.0,10.0,31.0,81.0,0.0,8.0,6.0,3.0,132.0,220.0
23607.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129737.0,10.0,43.0,119.0,0.0,17.0,16.0,8.0,94.0,304.0
133133.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129756.0,10.0,29.0,92.0,0.0,21.0,18.0,9.0,135.0,234.0
161345.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30925.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47184.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47001.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20752.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129750.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130759.0,9.0,49.0,97.0,0.0,9.0,23.0,18.0,97.0,256.0
5990.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44159.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53178.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128766.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42220.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50135.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35800.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133641.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48549.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11259.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159994.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26145.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13935.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15257.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160025.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30926.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35017.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130045.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46085.0,8.0,47.0,81.0,0.0,10.0,20.0,8.0,156.0,223.0
23462.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50015.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31015.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94217.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19511.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51275.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135262.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161350.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154336.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49704.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13742.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135251.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90860.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31757.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129845.0,7.0,39.0,113.0,1.0,17.0,17.0,15.0,185.0,253.0
162019.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51329.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52229.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144579.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46676.0,7.0,44.0,102.0,0.0,7.0,17.0,7.0,219.0,221.0
160314.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128164.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6447.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154335.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135192.0,6.0,37.0,47.0,0.0,4.0,17.0,10.0,125.0,175.0
160688.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30517.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20262.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19595.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
